"ID","id_date","id_Ville","id_Exp","id_Contrat","intitule","description"
30,384,31289,2,2,"Data scientist f/h (H/F)","En tant que Data Scientist, vous devrez répondre aux sollicitations de la Direction Technique dans le cadre d'un support en statistiques et en analyse de données. Vous participerez également à  des projets techniques et apporterez un soutien autour de la DATA pour répondre à  des problématiques métier. Dans ce contexte, vous devrez : 1. Supporter les Métiers de Safran Aircraft Engines dans l'analyse de leurs données : ? Analyser le besoin et traduire une problématique Métier en problème mathématique/statistique et réciproquement, ? Cartographier les données nécessaires, trouver avec l'aide des métiers les sources de données pertinentes, faire des recommandations sur les bases de données à  consolider, modifier, rapatrier, ? et concevoir des datasets pour répondre à  la problématique ? Appliquer les méthodes statistiques et les algorithmes basés sur de l'apprentissage (ou de l'optimisation) les plus appropriées pour modéliser les données ? Comparer et évaluer les différents modèles ou méthodes et anticiper les avantages et inconvénients dans un environnement Métier ? Restituer une synthèse des résultats sous une forme interactive et intelligible par les Métiers (dashboard, appli web,?) ? Participer à  l'intégration de la solution dans le système d'information cible du Métier 2. Participer à  la diffusion de la culture DATA au sein de l'entreprise : présentations, acculturation, formation, coaching 3. Participer au développement des méthodes et outils de la Data Science au sein de l'entreprise"
31,384,35804,1,2,"Data scientist (H/F)","Description du poste : Carrefour Assurance a pour vocation depuis plus de 40 ans de protéger le quotidien des clients Carrefour sur l'ensemble des assurances des Familles, leur habitation, leurs biens, leurs enfants, leurs animaux et leur mobilité Pour cela elle s'appuie sur : - la force de vente des réseaux des magasins Carrefour, des agences Carrefour Banque et de son site internet - l'ensemble des moyens de communications qu'offre un Groupe de distribution Pour accélérer son développement, Carrefour Assurance mise sur trois axes clés : - L'orientation Client - La digitalisation des parcours - L'extension de sa gamme pour répondre aux besoins des clients du Groupe en France et en Europe Carrefour Assurance, c'est + de 200 collaborateurs, son propre plateau de vente et de relation clients basé à  Angers, et une équipe dynamique qui aime le travail collaboratif. Le Datalab services financiers et marchands du groupe Carrefour recherche activement dans le cadre de l'essor digital du groupe un ou une : Data Scientist Financial Services (H/F) Vous êtes en quête d'une nouvelle aventure data, dès maintenant, et l'univers de l'intelligence artificielle vous passionne ? Cette mission intervient dans le cadre du partenariat Carrefour-Google pour les cas d'usages data et prend place au cœur du projet dédié à  la transformation digitale. Vous serez en charge de : * Faire le lien entre les données des différents services financiers, et le département fidélité * Cerner et analyser les besoins métiers * Appliquer des solutions de data science sur des cas d'usages précis * Participer à  la mise en œuvre du POC à  la mise en production * Travailler avec différents profils data du groupe (data scientist, data engineer, data architect, data analyst) * Assurer le monitoring des modèles en production * Contribuer au développement et à  l'amélioration continue des outils data interne * Assurer une veille technologique sur les produits data Vous devrez faire preuve d'une rigueur hors pair, mais aussi d'enthousiasme à  l'idée de travailler en équipe, dans un écosystème data. Force de propositions, flair, audace et bonne humeur sont indispensables. Au cours de cette mission vous aurez l'occasion de : * participer aux innovations du Groupe Carrefour à  travers l'exploration de sources de données très riches, * d'établir de solides modèles de scoring, * de contribuer à  l'innovation du Groupe Carrefour. Parmi les principaux interlocuteurs internationaux et locaux dans le cadre de cette mission, on compte les départements suivants : Data, Marketing, Risque de Crédit, Fraude, Recouvrement, Finance, Commerce, Relation Client, Satisfaction Client Ce poste vous passionne d'avance : * Vous avez une solide formation en Data Science Bac + 5 (Grande Ecole : Centrale, Polytechnique, Mine, ENSAE,.) * Python, R et SQL rythment votre quotidien * Les outils de data visualisation n'ont plus de secret pour vous * Connaissance et expertise des modèles analytiques avancés (machine learning & deep learning) * Notions des différents modèles d'hébergement des données et de leur exploitation (Cloud, Cloudera, etc) Postulez sans hésitation ! nous avons hâte d'échanger sur votre parcours. Une belle aventure vous attend à  l'ère de la digitalisation du Groupe Carrefour."
32,384,28049,2,2,"Ingénieur Data Scientist F/H - Informatique de gestion (H/F)","Descriptif du poste: Nous recherchons un ingénieur à  dominante informatique industrielle  pour intervenir sur une mission d'ingénieur data scientist dans le domaine des ADAS  pour le secteur du transport. Il s'agira d'apporter vos connaissances dans le domaine du développement d'algorithmes qui devront recalibrer des données venant de capteurs embarqués sur un véhicule autonome. Données qui seront ensuite fusionnées et transmises aux équipes R&D.   Pour cela vous serez amené à  : Intervenir sur la configuration des  capteurs véhicule Analyser les données Participer à  l'architecture de mesure Développer les algorithmes de traitement de données Analyser les erreurs capteurs et mener des investigations Test & Validation de la solution Profil recherché: Ingénieur génie logiciel et système embarqué avec minimum 2  ans d'expérience dans le domaine du développement logiciel applicatif / embarqué. Premières expériences dans le domaine du traitement de données est un plus. Les indispensables  : Maitrise du C++ Maitrise  algorithmique et mathématique"
33,384,12679,2,2,"Data Scientist Cloud H/F","Vous êtes passionné de développement, d'architectures Cloud et de Machine Learning ? Vous voulez devenir un expert Data Science sur le cloud numéro #1 mondial ? Mangrove est une startup spécialisée dans la mise en place et le maintien opérationnel d'environnements de production pour le Machine Learning sur AWS. Projet Vous intégrerez une équipe d'experts Data et Machine Learning spécialisée dans le cloud AWS. A ce titre, vous consacrerez une partie de votre temps à  vous former ou à  perfectionner sur les technologies et services AWS dans le but d'obtenir des certifications AWS dont la Spécialité en ML. Vous interviendrez sur les différentes composantes d'un projet de Data Science et ML sur AWS tel que: · Évaluer les besoins clients et proposer des solutions · Analyser les données brutes : évaluation de la qualité, nettoyage, structuration pour le traitement en aval · Concevoir des algorithmes de prédiction précis et évolutifs avec une analyse des solutions plug&play existantes · Implémenter des solutions personnalisées pour nos clients à  base de service ML · Documenter et spécifier les éléments de services ou modèles développés · Maintenir une veille active sur les différentes évolutions et solutions de ML (services AWS et d'autres fournisseurs) Environnement Technologique · AWS (S3, SageMaker, Glue, Lambda, DynamoDB, ...) · Développement en Python · AWS (boto3, SAM, .) · Data Engineering (PySpark, Pandas, .) · Data Science (Scikit-Learn, XGBoost, .) Profil recherché : Avec première expérience ou jeune diplômé(e) d'une école d'ingénieur avec une spécialité mathématiques appliquées ou informatique avec de très bonnes connaissances en mathématiques. Expérience souhaitée dans les domaines suivants : · Python · predictive modeling, machine-learning, clustering et classification, algorithms Nous cherchons, une personne passionnée, autonome et rigoureuse. Nous sommes basés à  Bordeaux avec une partie en remote, il est donc nécessaire de se sentir à  l'aise pour collaborer dans ces conditions. Statut : Cadre Type d'emploi : Temps plein, CDI Salaire  : 35  000,00â‚¬  à   45  000,00â‚¬  par mois Horaires  : * Du Lundi au Vendredi Télétravail: * Oui"
34,384,35926,2,2,"Actuaire/Data Scientist Tarification Santé (F/H) (H/F)","Au sein de la Direction Technique de Direct Assurance, vous aurez pour mission principale de développer et d'améliorer la stratégie tarifaire pour notre produit Santé. Lancé en 2021, ce produit marque l'arrivée de Direct Assurance sur un nouveau territoire et s'inscrit dans une tendance de fonds de digitalisation des produits d'assurance. En tant que référent technique du produit Santé, vous serez responsable de la compétitivité, de la rentabilité, de la transformation de ce produit au canal direct et vous collaborerez avec différentes équipes. Tarification * Définir des règles de souscription afin de garantir la rentabilité * Piloter la stratégie tarifaire afin d'assurer l'atterrissage aux objectifs * Sophistiquer des modèles de tarification en testant des méthodologies de modélisation variées (Modèles Linéaires Généralisés, Gradient Boosting, Random Forest,.) * Mettre en production des nouveaux modèles de tarification dans le cloud en lien avec l'ensemble des équipes informatiques * Adapter les études et les processus aux nouvelles technologies dont Microsoft Azure Suivi du business * Conduire des analyses segmentées de la compétitivité et de la rentabilité dans le but d'améliorer la stratégie tarifaire * Développer les Dashbords pour suivre les principaux KPIs du business * Présenter les études tarifaires et vulgariser des concepts techniques au Comité de Pilotage * Vous êtes issu(e) d'une formation de type Actuariat/Data science, ingénieur, statistiques ou discipline similaire * Vous avez déjà  une expérience professionnelle en assurance tarification, idéalement en santé * Vous avez un bon sens business et aptitude à  lier les études techniques avec le business * Vous maitrisez des langages : python et/ou R, SQL, Spark est un plus * Bonne connaissance en actuariat, statistiques et probabilités et idéalement en machine learning * Vous avez une excellente capacité à  communiquer et vulgariser des idées complexes d'une manière claire et synthétique pour un public large, tant à  l'oral qu'à  l'écrit * Vous avez un bon sens relationnel, un bon sens de l'organisation et un esprit d'initiative * Vous avez une forte motivation et implication ainsi qu'une force de proposition"
35,384,35926,1,2,"DATA SCIENTIST SENIOR (H/F)","Recherche: DATA SCIENTIST SENIOR (H/F) Référence de l'offre21000C74Type de contrat. CDINiveau d'expérience. Expérimentés. Société du groupe. Direct Assurance. Famille métier. Data Science. Localisation. SURESNES, Hauts-de-Seine. Votre rôle et vos missions. Au sein du pôle Marketing Analytics de la Direction Marketing, votre challenge est d'enrichir la connaissance clients au sein de l'entreprise afin d'accompagner les décisions stratégiques et opérationnelles. L'objectif est de détecter les nouvelles opportunités de croissance grâce aux analyses de profils et de comportements clients. os Missions :Data Acquisition. Explorer de nouvelles sources de données (internes et externes) afin d'apporter un éclairage supplémentaire sur la connaissance de nos clients. ata Analysis. Piloter un portefeuille d'études business / clients spécifiques afin d'identifier les cibles prioritaires ainsi que les moments clés dans les parcours clients pour une meilleure satisfaction client et une efficacit..."
36,384,28208,2,2,"Data scientist H/F","Amiltone - Agence Villeurbanne (Référence : 906137) / Vos missions ? Intégré(e) à  nos équipes ou chez nos clients, vous contribuez à  développer et valoriser l'ensemble des données en résolvant des problématiques business concrètes via les technologies liées à  la Data Science (Data mining, Machine learning, Deep learning, etc.). A ce titre, vos missions seront les suivantes : Comprendre et traduire les besoins métiers : Animer et collaborer étroitement avec les experts métier au travers d'ateliers d'idéation pour identifier les problématiques opérationnelles afin de proposer des solutions à  mettre en œuvre, Analyser et explorer les données : Comprendre, analyser et valoriser les données de différentes natures (Signaux numériques issus de capteur, Images, Evénements, CRM / ERP, etc.), provenant de différentes sources, Définir les modèles : Sélectionner ou créer les modèles mathématiques les plus pertinents et adaptés à  chaque problématique, et réaliser leur apprentissage, Déployer les modèles : Collaborer avec les équipes de Data Ingénierie au déploiement des modèles entrainés en production, et accompagner les équipes de développement produit dans leur utilisation, Analyser les performances des modèles : Assurer la mesure de la performance et le suivi de la dérive des modèles en production. Reporter sur la performance opérationnelle des modèles au travers d'indicateurs clés et les partager avec les directions métiers, Compétences requises : Connaissances solides en probabilités et statistiques (descriptives et inférentielles) , Analyse de données (Data Mining), Méthode de classification supervisée et non supervisée (DBSCAN, Random Forest, boosted trees, etc.) et de Deep Learning, Langage python et SQL, Frameworks pandas, numpy, Scikit-learn, Keras ou Pytorch, Connaissances de l'outil Databricks, Alors ? Prêt à  devenir Amiltonien ? N'hésitez pas à  postuler si vous vous reconnaissez : De formation BAC + 5 en Mathématiques / Data Sciences, ou titulaire d'un doctorat en Mathématiques, vous justifiez d'au moins 2 ans d'expérience en tant que Data Scientist. Vous possédez d'excellentes qualités de communication, d'une grande rigueur scientifique, une ouverture d'esprit et une appétence à  la recherche de nouvelles solutions scientifiques. Vous saurez être autonome, force de proposition et en capacité de prendre des initiatives pour mener à  bien vos missions. Anglais courant (écrit et parlé) Outre vos compétences techniques, nous nous intéressons également à  votre potentiel et votre motivation. Nos postes sont ouverts aux personnes en situation de handicap."
37,383,NA,1,2,"Data Scientist Junior (H/F)","Votre mission: -Optimisation et industrialisation d'outils de Data Visualisation -Analyse de performance, analyse sémantique automatisée (NLP), conception de moteurs de recommandation, -Mise en œuvre des outils de lutte contre la fraude (Finance) -Stress-tests : Développement de programmes -Analyse de risques de crédits (domaine bancaire) -Accompagnement des métiers à  la montée en compétences et à  l'autonomisation Votre rôle en tant que Data Scientist sera de : -Cadrer et challenger les besoins des utilisateurs, contribuer à  la définition des Use case -Traiter les données, structurées ou non structurées -Contrôler la qualité des données, détecter des patterns, des outliers -Proposer et mettre en pratique les modèles statistiques (régressions ) ou de datascience (machine learning ) pour résoudre les problématiques métier -Réaliser le projet du POC à  l'industrialisation en collaboration avec les équipes métier, technique et projet -Restituer les résultats (rapports, présentations ) A vous de choisir. Chez K&K Group, chaque consultant a le choix de sa mission et décide de la façon dont il souhaite évoluer. De la technique et de la personnalité: Explorateur : part à  la recherche de données sur des terres inconnues Calculateur : aime les chiffres Caricaturiste : reformule, vulgarise, schématise Fin limier : trouve les meilleures solutions Curieux : ne passe pas à  côté d'une information essentielle Bilingue : passe aisément du français au langage statistique"
38,383,30171,1,1,"UN INGENIEUR D'ETUDES - DATA SCIENTIST (H/F)","L'Institut de Recherche en Gestion et Économie (IREGE) est une Unité de Recherche (UR) de l'université Savoie Mont Blanc (USMB). Les chercheurs de l'IREGE, gestionnaires et économistes, développent des recherches autour du thème fédérateur « Choix environnementaux et d'innovations » au sein de deux grands axes thématiques bidisciplinaires : Environnement, Consommation Durable, Tourisme (ECDT) et Innovation & Développement des Organisations (IDO). Ces recherches contribuent à  mieux comprendre l'adoption de démarches innovantes et responsables aux échelles individuelle, organisationnelle et sociétale et à  en évaluer les effets, notamment lorsqu'elles sont incitées par des politiques publiques. Le projet scientifique de l'IREGE est développé autour de projets structurants (i.e. collectifs et pluri-annuels) qui témoignent de la capacité de l'unité à  concilier excellence académique et impact sur le territoire. Face à  la montée en puissance de ses projets structurants, avec notamment l'accueil de trois chaires de recherche partenariale dans le champ de l'innovation ouverte (IOPEN), de l'environnement (CLEE) et du Tourisme Durable (TD), et sa participation à  la nouvelle SFRI « Santé, Prévention et Qualité de vie », l'IREGE souhaite renforcer ses compétences en production, traitement, analyse de données et enquêtes quantitatives en recrutant un(e) ingénieur(e) d'études. 1. MISSION L'agent recruté sera intégré au sein de l'équipe de recherche. Il contribuera à  la réalisation du projet scientifique dans son ensemble. Il participera à  concevoir (dans le cadre d'un projet de recherche structurant) et mettre en œuvre tout ou partie d'un protocole de collecte et traitement de données quantitatives ; à  participer au choix, à  mobiliser et adapter les méthodes quantitatives propres aux sciences de gestion et aux sciences économiques en relation avec les problématiques du collectif de recherche. 2. ACTIVITES ET CONDITIONS DE REALISATION Activités principales : - Concevoir une démarche méthodologique quantitative et un protocole adaptés - Coordonner la conduite des opérations de production et de recueil : adapter les techniques aux particularités des données ; assurer le bilan de collecte - Organiser le traitement des données et participer à  l'analyse des résultats - Concevoir et organiser des bases de données - Rédiger des rapports - Participer à  l'organisation de manifestations scientifiques - Participer à  la diffusion des protocoles et des résultats auprès de la communauté scientifique (publications, colloques, enseignements, formations, rapports de recherches ) et du monde socio-économique - Participer à  la réponse à  des appels d'offre en lien avec des membres de l'équipe de recherche et/ou de l'équipe administrative - Transférer ses compétences dans le cadre d'actions de formation (formation continue, à  la recherche, des étudiants) - Assurer une veille scientifique et méthodologique sur les (nouvelles) méthodes et outils de traitement et d'analyse de données quantitatives - Obligation de respecter le secret statistique ou professionnel dans le cadre législatif existant"
39,383,35901,1,2,"Data Scientist NLP H/F","Pour soutenir sa croissance en France, Adyoulike, leader européen de la Native advertising, cherche à  agrandir ses équipes ! La fin annoncée du cookie publicitaire en 2023 entraîne un changement de paradigme, nécessitant de repenser l'utilisation actuelle des données. Aujourd'hui, Adyoulike ambitionne de révolutionner les méthodes actuelles de ciblage publicitaire grâce à  l'analyse sémantique. Pour atteindre cet objectif, nous recherchons un(e) data scientist NLP en CDI, pour rejoindre l'équipe Data. L'équipe Data s'occupe de l'ensemble des tâches liées aux données, de la collecte au déploiement de modèles prédictifs, en passant par le traitement et la mise à  disposition. Elle partage ainsi son temps entre recherche (veille technologique, preuves de concepts) et développement (industrialisation, déploiements). Vos principales missions : * Proposer et développer des solutions d'analyse sémantique (topics, sentiments), * Faire un état de l'art technologique, * Effectuer des entraînements et des évaluations, * Automatiser le traitement des données à  grande échelle, * Traiter par lots quotidiens, * Organiser méthodiquement les tâches, * Communiquer les performances des systèmes en production, * Réaliser des tableaux de bords. Si vous souhaitez rejoindre un environnement innovant au sein d'une équipe dynamique, dans un contexte de croissance, n'hésitez pas, postulez ! ### MODALITÉS * Rémunération : Selon profil + titres restaurant (carte Swile) et remboursement du titre de transport à  50% * Lieu du poste : Neuilly-sur-Seine * Type du contrat : CDI* Date de disponibilité : Dès que possible Type d'emploi : Temps plein, CDI Salaire  : à  partir de 3  333,00â‚¬ par mois Avantages  : * Participation au Transport * Titre-restaurant Horaires  : * Du Lundi au Vendredi * Travail en journée"
40,383,28153,2,2,"Data Scientist (H/F)","MISSION : Notre client, acteur majeur de la vente Online et Offline, recherche son nouvel Data Scientist (H/F} en CDI basé sur Lyon. Intégré(e) à  l'équipe produit Backend & Data au sein de la direction Technologie et Produit, vous accompagnerez les équipes (dont Product, Marketing et le Top Management) sur les résultats obtenus grâce à  l'analyse de la data. Vous contribuez également à  la transformation du back-end data et de son architecture. Principales missions : - Identifier et intégrer de nouveaux ensembles de données qui peuvent être exploités. Travailler en étroite collaboration avec l'équipe d'ingénierie pour élaborer des stratégies et exécuter le développement de produits de données. - Exécuter des expériences analytiques méthodiquement pour aider à  résoudre divers problèmes et avoir un véritable impact business. - Identifier les sources et les ensembles de données pertinents à  exploiter pour les besoins commerciaux des clients, et collectez de grands ensembles de données et variables structurés et non structurés. - Concevoir et utiliser des algorithmes et des modèles pour exploiter des magasins de Big Data, procéder à  de l'analyse de données et d'erreur pour améliorer les modèles conçus, ainsi qu'assainir et valider les données pour garantir l'uniformité et la précision. - Analyser pour améliorer les modèles, et nettoyer et valider les données pour l'uniformité et la précision. - Analyser les données pour déceler les tendances et les patterns/motifs/modèles, et interpréter les données avec un objectif clair. - Mettre en oeuvre des modèles analytiques en production en collaborant avec les équipes de développement. - Communiquer des solutions analytiques aux parties prenantes et mettre en oeuvre les améliorations associées dans nos systèmes d'information et opérationnels. Environnement et compétences attendue : - Maîtrise de l'exploration de données, des mathématiques et de l'analyse statistique. - Expérience dans la détection de patterns/modèles et de modélisation prédictive. - Expérience avec les langages de programmation (python, ETL, R,.net), big data (hadoop, spark), no SQL (Elasticsearch), SQL (Postgres, SqlServer, MySQL). - Expérience avec des outils de visualisation de données tels que DataStudio, PowerBI. - Expérience avec Google Analytics, BigQuery. - Environnement technique : Git, Docker, Jira, Azure, CI/CD (Azure Devops). PROFIL : Issu(e) d'une formation en mathématiques appliquées ou statistiques (Bac+2 à  Bac+5), vous avez une expérience de 3 ans minimum dans un poste similaire. Force de proposition, vous appréciez le travaille de groupe orienté résultat avec plusieurs projets simultanés. Vous bénéficiez également de bonnes compétences analytiques, de communication et relationnelles. L'anglais est indispensable. Disponible, à  l'écoute, vous êtes reconnu(e) pour votre sens du service, votre réactivité et votre investissement personnel. Postulez vite et si votre profil correspond, nous vous recontacterons rapidement car notre client est préssé de rencontrer ses premiers candidats !"
41,383,14124,2,2,"Data scientist F/H - Système, réseaux, données (H/F)","Descriptif du poste: Intégré au sein de la BU Connectivité, dans une équipe de 2 personnes et entouré du service IT et maintenance (10 personnes environ), vous êtes chargé de préparer les projets (analyse de la documentation, création de l'architecture pour stocker les données, coordination avec les autres BU). Vous êtes aussi chargé de créer les algorithmes, en effectuant la préparation et l'exploration des données, identifiez les caractéristiques « features » pour la prédiction des défaillances et développez, testez et validez les algorithmes. Vous créez également des métriques pour comparer ces derniers et rédigez les specs et les rapports. Vous êtes aussi en charge de la création des modules plug and play configurables pour exécuter les algorithmes sur une architecture cloud. Vous êtes aussi en charge des dashboard pour présenter les résultats. Enfin, vous assurez la maintenance des algorithmes et en proposez de nouveaux pour améliorer la maturité des solutions (développement et maintien de la bibliothèque locale). Profil recherché: Issu d'une formation ingénieur, vous avez une appétence pour l'algorithmie/l'analyse des données ou êtes issu du monde de l'IT avec une connaissance électromécanique. - Vous justifiez d'au moins 3 années d'expérience en maintenance conditionnelle, maintenance prédictive. - Maîtrise de la programmation en Python, des méthodes d'approches d'analyse des séries temporelles et des algorithmes et bibliothèques d'apprentissage automatique (sklearn, tensorflow, Keras, pytorch.) - Maîtrise des architectures et des outils cloud (Kafka, Ms Azure) et de la gestion de BDD (NoSQL, Cassandra, PostgreSQL) ainsi que de Kubernetes et Docker. - Bonne compréhension des systèmes électromécaniques - Vous avez idéalement une expérience dans le domaine industrielle (transport) Si vous êtes autonome, mature et force de proposition et que vous souhaitez rejoindre un groupe d'envergure, alors ce poste est fait pour vous. Je suis consultant en recrutement chez Hays Technology, spécialiste du développement de logiciel à  Tours. J'aide les professionnels de la Tech à  développer leur carrière et je m'assure que les organisations sont soutenues par les meilleurs talents. Alors que la concurrence pour les talents s'intensifie, nous sommes prêts à  aider les développeurs à  avoir un impact réel sur les organisations, alors discutons-en ensemble dès aujourd'hui."
42,382,22745,2,2,"Data Scientist F/H - Système, réseaux, données (H/F)","Descriptif du poste: Intervenant auprès des métiers, vous exploitez, analysez et évaluez la richesse, de données structurées ou non, pour établir des scénarios permettant de comprendre et d'anticiper les futurs levier métiers ou opérationnels pour l'entreprise. Pour cela : - Vous appliquez des techniques d'extraction et d'analyse d'informations, obtenues à  partir de gisements de données (Big Data) - Vous obtenez des données adéquates, trouvez les sources de données pertinentes. Vous faites des recommandations sur les bases de données à  consolider, modifier, rapatrier, externaliser, internaliser. Vous concevez des datamarts, voire des entrepôts de données (data warehouses). -  Vous évaluez la qualité et la richesse des données, les analysez et en restituez les résultats pour ensuite les intégrer dans le système d'information cible du métier. - Vous analysez les données pour traduire une problématique métier en problème mathématiques/statistiques et réciproquement Profil recherché: Hard Skills  : Vous maitrisez les analyses statistiques et vous savez développer des algorithmes de Data science. Les dashboards et la documentation  : c'est votre Dada  ! Vous avez de bonnes compétences techniques SQL mais aussi en GCP (Google Cloud Platform) Soft Skills : Vous êtes force de proposition afin de répondre aux problématiques métiers. Vous êtes pédagogue et autonome  : communiquer, partager avec d'autres interlocuteurs ne vous font pas peur  !"
43,382,35977,1,2,"DATA SCIENTIST - VAL-DE-FONTENAY (94) (H/F)","Recherche: DATA SCIENTIST - VAL-DE-FONTENAY (94) (H/F) Description de l'entreprise. La Banque Palatine, banque des entreprises et banque privée (Groupe BPCE), est aux côtés des dirigeants aussi bien sur le plan professionnel que personnel depuis plus de 230 ans. ntreprise à  taille humaine, elle est présente sur l'ensemble du territoire national avec ses 1 200 collaborateurs et un réseau de 45 agences. arcours sur-mesure, accompagnement individualisé, culture de l'excellence, venez valoriser votre expérience à  nos côtés. oste et missions. La direction de l'audit de la Banque Palatine recherche un data scientist (h/f) en CDI. es principales missions qui vous seront confiées seront les suivantes :vous préparez les données pour les missions d'audit en collaboration avec le responsable de la missionvous réalisez des analyses sur la base des différentes sources de données en appui des travaux sur place des auditeursvous mettez en place des méthodologies et outils d'analyse de l'Audit In..."
44,381,30438,2,2,"Data Scientist Senior (H/F)","Au sein du Data Innovation Lab vous intégrez une équipe de Data scientists passionnés et intervenez sur les projets de l'entreprise faisant appel à  la Data Science. Votre mission consiste à  mettre en œuvre les cas d'usages identifiés sur la road map de la data innovation et à  développer des PoCs et les conduire à  l'industrialisation. Le Data Innovation Lab est un accélérateur au sein de l'entreprise qui a pour vocation l'excellence technique et opérationnelle. Vous travaillez sur des problématiques d'apprentissage supervisé ou non, de NLP, de computer vision ou autres, à  partir de données structurées très riches, de photos, de mails ou encore d'audios, ceci afin de répondre à  différents cas d'usages au service des métiers : * Cas d'usage pour la création d'offres d'assurance et/ou de services innovants ; * Cas d'usage qui permettent d'optimiser les processus de gestion de l'entreprise; Activités principales du poste : * Intervenir sur des projets de machine learning * Analyser des données, concevoir et mettre en œuvre de nouveaux algorithmes et traitements statistiques * Contribuer au déploiement en production des cas d'usage * Piloter les projets de recherche avec les autres directions de l'entreprise depuis l'étude du produit jusqu'à  sa mise en œuvre industrielle * Assurer la veille technologique, la recherche et le développement de nouveaux outils ou procédés afin de favoriser l'innovation et la compétitivité de l'entreprise Réalisation des études : * Identifier les besoins et la problématique des directions métiers en participant au cadrage des projets * Définir les méthodes, les moyens d'études de conception, de développement de nouveaux outils ou procédés afin de favoriser l'innovation et la compétitivité de l'entreprise * Modéliser * Prototyper les outils de prédiction * Déployer en production les cas d'usage Animation et suivi du déroulement des projets : * Animer et participer à  différents groupes de travail internes * Participer à  l'identification des besoins en relation avec les différents acteurs du projet * Accompagner les utilisateurs dans la formalisation de leur besoin et les conseiller sur les approches de faisabilité * Former et accompagner les métiers. De formation supérieure, en École d'ingénieur avec une majeure en Data Science, vous avez au moins 5 ans d'expérience réussie en tant que Data Scientist. Vous souhaitez développer vos compétences en modélisant des cas d'usages variés que vous contribuerez à  déployer en production. Vous avez d'excellentes connaissances des algorithmes de machine learning et maitrisez Python 3, Bash, Git et Docker. Doté d'un très bon relationnel vous gérez les interfaces avec les autres directions. Vous êtes très à  l'aise dans la communication orale et écrite (présentations écrites et orales des travaux aux comités transversaux de l'entreprise) et appréciez de travailler en équipe et au sein d'une structure dynamique, en pleine croissance et pour laquelle la donnée est au cœur de son activité. Situation: 88 Avenue de France, 75013 PARIS"
