"intitule","description","dateCreation","lieuTravail.libelle","lieuTravail.latitude","lieuTravail.longitude","lieuTravail.codePostal","lieuTravail.commune","romeCode","romeLibelle","appellationlibelle","entreprise.nom","entreprise.description","entreprise.url","entreprise.entrepriseAdaptee","entreprise.logo","typeContrat","typeContratLibelle","natureContrat","experienceExige","experienceLibelle","secteurActivite","secteurActiviteLibelle"
"Data Engineer/développeur Big Data confirmé(e)-(H/F)","Le Data Engineer est garant de l'accès aux sources de données et aux données et travaille sur l'ensemble des activités liées à  la banque (activité de support comme les RH et le marketing..). Concrètement, vous serez amené(e) à  : - mettre en œuvre l'ensemble des techniques et procédés permettant de collecter, de nettoyer, d'organiser, de synthétiser et de modéliser efficacement les données (notamment pour alimenter les Datalakes mis en place et les projets Big Data que vous alimenterez) - fournir un appui analytique à  la conduite d'exploration et d'analyse complexe de données provenant de différentes sources. - participer à  l'industrialisation du procédé pour les données les plus pertinentes dans le cadre du projet pour produire les analyses les plus opérationnelles - travailler en étroite collaboration avec les Data Architect et les Métiers - assurer une veille technologique et démontrer un intérêt pour le business avec lequel vous travaillerez Bac +5 en informatique / école d'ingénieur Niveau d'anglais courant Compétences métier : - Maîtrise et connaissance des fondamentaux liés aux méthodologies de conception et de réalisation en matière de livrables informatiques - Maitrise SPARK et SCALA - Est force de proposition dans ses missions, fait preuve d'une curiosité et innovation permanente - Expériences de réalisation de projets dans l'eco système Hadoop, de préférence sous la distribution hortonworks. Mise en production des projets avec des SLA définis avec les utilisateurs - Maitrise de Talend, Hive et connaissance Python et R - Connaissance des bases SQL et en particulier MongoDb et Elastic Search - Maîtriser les développements sophistiqués de solutions informatiques pour un profil expérimenté : - Utiliser des technologies, des techniques de programmation ou des langages nouveaux, spécifiques (et/ou poussés dans leurs possibilités extrêmes de programmation) échappant aux développeurs traditionnels et classiques - Avoir une connaissance de haut niveau sur les langages ou sur les thématiques d'application (ex : Cloud computing, Web development, Mobile development, Java script,.) - Prendre en charge les programmations de ce niveau d'expertise - Intervenir en assistance auprès des développeurs qui ont à  les utiliser ou qui sont en initiation pour les acquérir Chez Société Générale, nous sommes convaincus que vous êtes le moteur du changement, et que le monde de demain sera fait de toutes vos initiatives, des plus petites aux plus ambitieuses. Aux 4 coins du monde, que vous nous rejoigniez pour quelques mois, quelques années ou toute votre carrière, ensemble nous avons les moyens d'avoir un impact positif sur l'avenir. Créer, oser, innover, entreprendre font partie de notre ADN. Si vous aussi vous souhaitez être dans l'action, évoluer dans un environnement stimulant et bienveillant, vous sentir utile au quotidien et développer ou renforcer votre expertise, nous sommes faits pour nous rencontrer ! Vous hésitez encore ? Sachez que nos collaborateurs peuvent s'engager quelques jours par an pour des actions de solidarité sur leur temps de travail : parrainer des personnes en difficulté dans leur orientation ou leur insertion professionnelle, participer à  l'éducation financière de jeunes en apprentissage ou encore partager leurs compétences avec une association. Les formats d'engagement sont multiples. ","2022-01-14T06:15:56.000Z","94 - FONTENAY SOUS BOIS"," 48.850004"," 2.473494",NA,"94033","M1805","Études et développement informatique","Développeur / Développeuse Big Data",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Data Engineer F/H (H/F)","Bienvenue chez FED IT, cabinet spécialisé dans le recrutement de profils informatiques et digitaux.Vous souhaitez rejoindre une entreprise en plein expansion, dans un contexte international ?Notre client, Editeur de logiciels recherche son nouveau Data Engineer F/H dans le cadre d'un CDI. Le poste est à  pourvoir sur les alentours de Salon-de-Provence (13).Au sein de l'équipe data et en lien avec le Product Owner, vous intervenez sur les logiciels entreprises permettant l'analyse des données clients.Vous contribuez activement à  la base de code, à  la conception/architecture du produit.De formation bac+5 en informatique, vous justifiez d'une première expérience sur un poste similaire. Environnement technique : -Java, technologies Web (HTML, CSS, AngularJS, API REST)-Kafka, Cassandre, Spark-Kubernetes & conteneursDa nature curieux, vous possédez un réel esprit d'équipe et souhaitez contribuer à  un projet stimulant.Bonne maîtrise de l'anglais (contexte international)Rémunération à  négocier en fonction du profil et de l'expérienceAvantages : 6 semaines de congés payés, tickets restaurantPossibilité de télétravail à  temps partiel ou plein selon votre lieu de domicilePoste à  pourvoir dans le cadre d'un CDI ","2022-01-14T06:01:51.000Z","13 - AIX EN PROVENCE"," 43.539537"," 5.401420",NA,"13001","M1805","Études et développement informatique","Ingénieur / Ingénieure de développement informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Data Engineer F/H (H/F)","Bienvenue chez FED IT, cabinet spécialisé dans le recrutement de profils informatiques et digitaux.Vous souhaitez rejoindre une entreprise en plein expansion, dans un contexte international ?Notre client, Editeur de logiciels recherche son nouveau Data Engineer F/H dans le cadre d'un CDI. Le poste est à  pourvoir sur les alentours de Salon-de-Provence (13).Au sein de l'équipe data et en lien avec le Product Owner, vous intervenez sur les logiciels entreprises permettant l'analyse des données clients.Vous contribuez activement à  la base de code, à  la conception/architecture du produit.De formation bac+5 en informatique, vous justifiez d'une première expérience sur un poste similaire. Environnement technique : -Java, technologies Web (HTML, CSS, AngularJS, API REST)-Kafka, Cassandre, Spark-Kubernetes & conteneursDa nature curieux, vous possédez un réel esprit d'équipe et souhaitez contribuer à  un projet stimulant.Bonne maîtrise de l'anglais (contexte international)Rémunération à  négocier en fonction du profil et de l'expérienceAvantages : 6 semaines de congés payés, tickets restaurantPossibilité de télétravail à  temps partiel ou plein selon votre lieu de domicilePoste à  pourvoir dans le cadre d'un CDI ","2022-01-14T06:01:46.000Z","13 - MARSEILLE 13"," 43.282000"," 5.405000",NA,"13213","M1805","Études et développement informatique","Ingénieur / Ingénieure de développement informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Data Engineer F/H (H/F)","Bienvenue chez FED IT, cabinet spécialisé dans le recrutement de profils informatiques et digitaux.Vous souhaitez rejoindre une entreprise en plein expansion, dans un contexte international ?Notre client, Editeur de logiciels recherche son nouveau Data Engineer F/H dans le cadre d'un CDI. Le poste est à  pourvoir sur les alentours de Salon-de-Provence (13).Au sein de l'équipe data et en lien avec le Product Owner, vous intervenez sur les logiciels entreprises permettant l'analyse des données clients.Vous contribuez activement à  la base de code, à  la conception/architecture du produit.De formation bac+5 en informatique, vous justifiez d'une première expérience sur un poste similaire. Environnement technique : -Java, technologies Web (HTML, CSS, AngularJS, API REST)-Kafka, Cassandre, Spark-Kubernetes & conteneursDa nature curieux, vous possédez un réel esprit d'équipe et souhaitez contribuer à  un projet stimulant.Bonne maîtrise de l'anglais (contexte international)Rémunération à  négocier en fonction du profil et de l'expérienceAvantages : 6 semaines de congés payés, tickets restaurantPossibilité de télétravail à  temps partiel ou plein selon votre lieu de domicilePoste à  pourvoir dans le cadre d'un CDI ","2022-01-13T20:59:56.000Z","13"," 43.282000"," 5.405000",NA,"13055","M1805","Études et développement informatique","Ingénieur / Ingénieure de développement informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Data Engineer Cloud - Google Cloud Platform F/H (H/F)","Vous avez de l'expérience dans la mise en place des Modern Data Platform dans Google Cloud Platform ? Vous étiez à  l'initiative ou contributeur de projet de mise en place des plateformes de données dans GCP (BigQuery, Dataflow, Dataproc ...) ? Vous êtes familiarisé avec les technologies de transformation de donnée à  grande échelle (Spark, Hadoop) ? Vous avez participé à  l'élaboration de la documentation relative aux architectures technique ou des plateformes Data chez vos clients ? Au sein de VISEO Modern Data Platform, nous recherchons un Data Engineer Cloud - Google Cloud Platform F/H pour intervenir sur nos projets et contribuer au développement de notre activité. Nous sommes des Positive Digital Makers : VISEO a développé un partenariat avec Google depuis 2 ans : un haut niveau d'expertise et de certification sur les différentes solutions Data. De la gestion de l'infrastructure aux applications personnalisées 'cloud-native', en passant par la gestion des données et l'intelligence artificielle.Vos missions : Accompagner et conseiller le client dans son adoption des Modern Data Platform dans Google Cloud Platform (Etude d'architecture, préparation des DAT, FinOps, DevOps) Concevoir des architectures Cloud Data exploitant efficacement les services de données managés de GCPConduire des projets de déploiement des Modern Data Platform (Applications Cloud Native, Migration d'applications existantes) et participer à  la mise en œuvre Etablir des relations de confiance avec les décisionnaires techniques et métiers afin de favoriser l'adoption du Cloud GCP à  long terme au sein de l'entreprise. Fournir une expertise technique approfondie aux équipes projets Assister et former le client sur les usages et outils Data du Cloud GCP Réaliser une veille technologique permanente sur les tendances du marché et les perspectives concurrentielles Votre profil :Vous êtes diplômé d'une formation Bac+5 en informatique.Vous justifiez d'une expertise reconnue et d'une expérience de 2 ans dans un rôle d'e Data Engineer avec une expérience significative sur GCP. Vous possédez une compréhension approfondie des technologies du Cloud Vous avez plusieurs années d'expérience dans la conception d'architecture, la mise en œuvre et/ou le support d'applications hautement distribuées Vous maitrisez les services Data suivants : Cloud Storage, BigQuery, Dataflow, Dataproc, Cloud Function, BI Engine, Workflow, Looker .Vous avez des compétences approfondies dans un ou plusieurs de ces domaines : Opérations / Gestion des systèmes Conception ou développement de logiciels Processus DevOps et outillage Stratégie d'entreprise Infrastructure Cloud (virtualisation, mise en réseau, stockage, base de données) Sécurité et conformité Vous êtes sensibilisé à  la démarche DevOps et connaissez au moins un outil pour la mise en œuvre de Continuous Integration/Continuous Delivery (CI-CD) Vous êtes reconnu(e) pour votre leadership, votre capacité à  pourvoir fédérer des équipes. Vous avez une grande aisance dans la communication orale et écrite alliée à  un esprit de synthèse, de la rigueur et un très bon sens de la formalisation La possession de certifications sur des services GCP est un plus. Intégrer nos équipes Cloud au quotidien, ça veut dire quoi ? Vous ferez partie de la communauté Cloud : la proximité et la taille humaine de notre organisation vous permettront de rendre visible vos initiatives et d'évoquer facilement vos projets. En parallèle, le dynamisme de l'entreprise et sa croissance perpétuelle multiplieront vos opportunités d'évolution. Vous bénéficierez d'un management de proximité par votre mentor tout au long de votre parcours chez VISEO : Votre mentor, consultant expérimenté de votre practice, viendra régulièrement échanger avec vous sur les challenges de votre mission, faire chaque semestre le bilan de vos réalisations et évoquer vos ambitions futures et les moyens de les réaliser. Vous disposerez de multiples moyens pour monter en compétences et découvrir de nouveaux domaines : formations, certifications, Brown Bag Lunchs, ateliers, meet-ups, rencontre d'experts, séminaires techniques. #VISEO SPIRIT : Un management flat qui encourage la communication et la prise d'initiative Des centres d'excellence en IoT / Cloud / Smart Factory Des missions d'audit, d'expertise technique et des POCs Un programme d'apprentissage en e-learning : accès digital academy et 7-speaking Deux jours de télétravail par semaine N'attendez plus, rejoignez VISEO. Devenez un #PositiveDigitalMaker ","2022-01-13T20:58:15.000Z","92 - BOULOGNE BILLANCOURT"," 48.836928"," 2.242386",NA,"92012","M1805","Études et développement informatique","Ingénieur / Ingénieure de développement informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Data Engineer Cloud - Google Cloud Platform F/H (H/F)","Vous avez de l'expérience dans la mise en place des Modern Data Platform dans Google Cloud Platform ? Vous étiez à  l'initiative ou contributeur de projet de mise en place des plateformes de données dans GCP (BigQuery, Dataflow, Dataproc ...) ? Vous êtes familiarisé avec les technologies de transformation de donnée à  grande échelle (Spark, Hadoop) ? Vous avez participé à  l'élaboration de la documentation relative aux architectures technique ou des plateformes Data chez vos clients ? Au sein de VISEO Modern Data Platform, nous recherchons un Data Engineer Cloud - Google Cloud Platform F/H pour intervenir sur nos projets et contribuer au développement de notre activité. Nous sommes des Positive Digital Makers : VISEO a développé un partenariat avec Google depuis 2 ans : un haut niveau d'expertise et de certification sur les différentes solutions Data. De la gestion de l'infrastructure aux applications personnalisées 'cloud-native', en passant par la gestion des données et l'intelligence artificielle.Vos missions : Accompagner et conseiller le client dans son adoption des Modern Data Platform dans Google Cloud Platform (Etude d'architecture, préparation des DAT, FinOps, DevOps) Concevoir des architectures Cloud Data exploitant efficacement les services de données managés de GCPConduire des projets de déploiement des Modern Data Platform (Applications Cloud Native, Migration d'applications existantes) et participer à  la mise en œuvre Etablir des relations de confiance avec les décisionnaires techniques et métiers afin de favoriser l'adoption du Cloud GCP à  long terme au sein de l'entreprise. Fournir une expertise technique approfondie aux équipes projets Assister et former le client sur les usages et outils Data du Cloud GCP Réaliser une veille technologique permanente sur les tendances du marché et les perspectives concurrentielles Votre profil :Vous êtes diplômé d'une formation Bac+5 en informatique.Vous justifiez d'une expertise reconnue et d'une expérience de 2 ans dans un rôle d'e Data Engineer avec une expérience significative sur GCP. Vous possédez une compréhension approfondie des technologies du Cloud Vous avez plusieurs années d'expérience dans la conception d'architecture, la mise en œuvre et/ou le support d'applications hautement distribuées Vous maitrisez les services Data suivants : Cloud Storage, BigQuery, Dataflow, Dataproc, Cloud Function, BI Engine, Workflow, Looker .Vous avez des compétences approfondies dans un ou plusieurs de ces domaines : Opérations / Gestion des systèmes Conception ou développement de logiciels Processus DevOps et outillage Stratégie d'entreprise Infrastructure Cloud (virtualisation, mise en réseau, stockage, base de données) Sécurité et conformité Vous êtes sensibilisé à  la démarche DevOps et connaissez au moins un outil pour la mise en œuvre de Continuous Integration/Continuous Delivery (CI-CD) Vous êtes reconnu(e) pour votre leadership, votre capacité à  pourvoir fédérer des équipes. Vous avez une grande aisance dans la communication orale et écrite alliée à  un esprit de synthèse, de la rigueur et un très bon sens de la formalisation La possession de certifications sur des services GCP est un plus. Intégrer nos équipes Cloud au quotidien, ça veut dire quoi ? Vous ferez partie de la communauté Cloud : la proximité et la taille humaine de notre organisation vous permettront de rendre visible vos initiatives et d'évoquer facilement vos projets. En parallèle, le dynamisme de l'entreprise et sa croissance perpétuelle multiplieront vos opportunités d'évolution. Vous bénéficierez d'un management de proximité par votre mentor tout au long de votre parcours chez VISEO : Votre mentor, consultant expérimenté de votre practice, viendra régulièrement échanger avec vous sur les challenges de votre mission, faire chaque semestre le bilan de vos réalisations et évoquer vos ambitions futures et les moyens de les réaliser. Vous disposerez de multiples moyens pour monter en compétences et découvrir de nouveaux domaines : formations, certifications, Brown Bag Lunchs, ateliers, meet-ups, rencontre d'experts, séminaires techniques. #VISEO SPIRIT : Un management flat qui encourage la communication et la prise d'initiative Des centres d'excellence en IoT / Cloud / Smart Factory Des missions d'audit, d'expertise technique et des POCs Un programme d'apprentissage en e-learning : accès digital academy et 7-speaking Deux jours de télétravail par semaine N'attendez plus, rejoignez VISEO. Devenez un #PositiveDigitalMaker ","2022-01-13T20:57:11.000Z","92 - ASNIERES SUR SEINE"," 48.918167"," 2.292385",NA,"92004","M1805","Études et développement informatique","Ingénieur / Ingénieure de développement informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Data Engineer Cloud- Microsoft Azure F/H (H/F)","Vous avez de l'expérience dans la mise en place des Modern Data Platform dans Microsoft Azure ? Vous étiez à  l'initiative ou contributeur de projet de mise en place des plateformes de données dans Azure (Datalake, Cloud Data Warehouse, Advanced Analytics) ? Vous êtes familiarisé avec les technologies de transformation de données à  grande échelle (Spark, Azure Data Bricks) ? Vous avez participé à  l'élaboration de la documentation relative aux architectures techniques ou des plateformes Data chez vos clients ? Au sein de VISEO Modern Data Platform, nous recherchons un Data Engineer Cloud - Microsoft Azure F/H pour intervenir sur nos projets et contribuer au développement de notre activité. Nous sommes des Positive Digital Makers : VISEO a bà¢ti un partenariat fort et stratégique avec Microsoft depuis près de 20 ans. Nous avons développé un haut niveau d'expertise et de certification sur les différentes solutions Microsoft. De la gestion de l'infrastructure aux applications personnalisées 'cloud-native', en passant par la gestion des données et l'intelligence artificielle.Vos missions : Accompagner et conseiller le client dans son adoption des Modern Data Platform dans Azure (Etude d'architecture, préparation des DAT, FinOps, DevOps) Concevoir des architectures Cloud Data exploitant efficacement les services de données managés d'Azure Conduire des projets de déploiement des Modern Data Platform (Applications Cloud Native, Migration d'applications existantes) et participer à  la mise en œuvre Etablir des relations de confiance avec les décisionnaires techniques et métiers afin de favoriser l'adoption du Cloud Microsoft Azure à  long terme au sein de l'entreprise. Fournir une expertise technique approfondie aux équipes projets Assister et former le client sur les usages et outils Data du Cloud Azure Réaliser une veille technologique permanente sur les tendances du marché et les perspectives concurrentielles Votre profil :Vous êtes diplômé d'une formation Bac+5 en informatique.Vous justifiez d'une expertise reconnue et d'une expérience de 2 ans dans un rôle de Data Engineer avec une expérience significative sur Microsoft Azure. Vous possédez une compréhension approfondie des technologies du Cloud Vous avez plusieurs années d'expérience dans la conception d'architecture, la mise en œuvre et/ou le support d'applications hautement distribuées Vous maitrisez les services Data suivants : Azure Data Lake, Azure SQL DW (Synapse), Azure Data Factory, Azure Analysis Services, Azure Data Bricks, Azure Data Explorer . Vous avez des compétences approfondies dans un ou plusieurs de ces domaines : Opérations / Gestion des systèmes Conception ou développement de logiciels Processus DevOps et outillage Stratégie d'entreprise Infrastructure Cloud (virtualisation, mise en réseau, stockage, base de données) Sécurité et conformité Vous êtes sensibilisé à  la démarche DevOps et connaissez au moins un outil pour la mise en œuvre de Continuous Integration/Continuous Delivery (CI-CD) Vous êtes reconnu(e) pour votre leadership, votre capacité à  pourvoir fédérer des équipes. Vous avez une grande aisance dans la communication orale et écrite alliée à  un esprit de synthèse, de la rigueur et un très bon sens de la formalisation La possession de certifications sur des services Cloud Microsoft Azure est un plus. Intégrer nos équipes Cloud au quotidien, ça veut dire quoi ? Vous ferez partie de la communauté Cloud : la proximité et la taille humaine de notre organisation vous permettront de rendre visible vos initiatives et d'évoquer facilement vos projets. En parallèle, le dynamisme de l'entreprise et sa croissance perpétuelle multiplieront vos opportunités d'évolution. Vous bénéficierez d'un management de proximité par votre mentor tout au long de votre parcours chez VISEO : Votre mentor, consultant expérimenté de votre practice, viendra régulièrement échanger avec vous sur les challenges de votre mission, faire chaque semestre le bilan de vos réalisations et évoquer vos ambitions futures et les moyens de les réaliser. Vous disposerez de multiples moyens pour monter en compétences et découvrir de nouveaux domaines : formations, certifications, Brown Bag Lunchs, ateliers, meet-ups, rencontre d'experts, séminaires techniques. #VISEO SPIRIT : Un management flat qui encourage la communication et la prise d'initiative Des centres d'excellence en IoT / Cloud / Smart Factory Des missions d'audit, d'expertise technique et des POCs Un programme d'apprentissage en e-learning : accès digital academy et 7-speaking Deux jours de télétravail par semaine N'attendez plus, rejoignez VISEO. Devenez un #PositiveDigitalMaker ! ","2022-01-13T20:57:03.000Z","92 - COLOMBES"," 48.921418"," 2.247799",NA,"92025","M1805","Études et développement informatique","Ingénieur / Ingénieure de développement informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","D","Débutant accepté",NA,NA
"Data Engineer H/F","L'utilisation de la data et le développement des capacités analytiques sont un axe majeur du plan stratégique du Groupe à  horizon 2027. Directement rattachée au COMEX France, l'Analytics Factory de Carrefour France est le pilier de cette transformation analytique, au service de l'ensemble des équipes métier de Carrefour France - Marketing, Marchandises, Exploitation, E-commerce, Supply Chain, Services Financiers, etc. Les data scientists, data engineers, spécialistes data viz et data governance de la direction accompagnent au quotidien les équipes métier pour améliorer l'excellence opérationnelle (automatisation de processus, démocratisation de l'accès à  la donnée, développement de la culture analytique), pour optimiser l'offre et l'expérience client sur nos sites et dans nos magasins (assortiments, promotion, personnalisation, prévisions, ...) et pour aider à  la planification stratégique et à  la prise de décision. Carrefour recherche pour sa Direction Data & Analytics France basée à  Massy (91), un(e) Data engineer (H/F) À propos du posteNous utilisons des approches de machine learning pour résoudre des défis commerciaux et opérationnels comme les ruptures en magasin, la prévision des ventes, l'optimisation de l'assortiment des produits, la personnalisation de l'expérience sur le site carrefour.fr En tant que data engineer, vous construirez des systèmes de traitement des données robustes et scalables pour industrialiser nos solutions de machine learning. Vous serez attentif au choix des bons outils et schémas architecturaux afin d'améliorer la performance des systèmes et de faciliter leur suivi et maintenance. En tant que membre de notre communauté agile d'ingénieurs, vous contribuerez de manière itérative aux projets, et conduirez des revues de code. Vous décrirez également l'infrastructure de nos systèmes sous forme de code. Au sein de feature teams, vous travaillerez quotidiennement avec des Data Scientists, Data Translators et Data Analysts. Vous interagirez également avec différentes équipes de Carrefour, notamment pour intégrer de nouvelles sources de données, pour brancher nos solutions sur différents systèmes d'information, ou pour leur donner accès aux nouvelles données créées par le lab. Grà¢ce à  votre connaissance incrémentale des données de Carrefour, vous jouerez un rôle clé dans le succès du Lab. Votre expertise également sera essentielle à  chaque étape des projets : qualification, MVP, intégration continue, suivi de la solution en production. En tant que Data Engineer, vous rapporterez au tech lead du pôle de data science, et serez guidé par un Lead Data Scientist au sein de votre feature team. À propos de vous - Vous êtes diplômé en informatique au moins au niveau master, ou vous disposez d'une expérience professionnelle équivalente. - À l'issue d'au moins 2 années d'expérience professionnelle de Data Engineer, vous avez développé une expertise sur : - la manipulation de données avec des scripts (SQL) à  et du code (Python) - la construction et l'exploitation de pipeline de données sur des infrastructures cloud - l'utilisation de frameworks de calcul distribué - Vous aimez explorer de nouveaux jeux de données, les transformer, les nettoyer et les enrichir afin de les rendre exploitables. - Vous avez pris part à  des projets de développement collaboratifs, et la qualité et la simplicité du code vous tiennent à  cœur. - Vous appréciez de travailler avec des collaborateurs d'horizons différents, et il est agréable de travailler avec vous au jour le jour ! - Grà¢ce à  d'excellentes qualités relationnelles et de communication, vous êtes en mesure de communiquer vos idées complexes à  différents publics non-techniques. - Vous avez une maîtrise courante du français, et d'un anglais technique a minima. Les petits plus - Nous apprécions toute expérience de création d'application sur GCP. - Vos connaissances et expériences de DevOps (processus de CI/CD, conteneurisation, ...) nous seront également précieuses. - Le machine learning étant au cœur de la mission de notre lab, vos connaissances et votre curiosité à  ce sujet seront les bienvenues ! Poste en CDI basé à  Massy. Statut Cadre ","2022-01-13T20:55:58.000Z","91 - MASSY"," 48.728133"," 2.269655",NA,"91377","M1805","Études et développement informatique","Ingénieur / Ingénieure de développement informatique",NA,NA,NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","E","Expérience exigée de 2 An(s)",NA,NA
"Data Engineer F/H (H/F)","Au sein de notre direction édition, notre DATA ENGINEER a pour missions principales de : -Assurer le lien entre les systèmes amont (système de gestion Matmut, partenaires, ...) et le SI décisionnel -Recueillir, traiter et étudier les données -Concevoir et réaliser les traitements ETL -Optimiser les traitements volumineux -Tester la fiabilité des applications -Rédiger la documentation appropriée Et si c'était vous? Titulaire d'un bac + 5 et riche d'une expérience de plusieurs années sur des fonctions similaires, axées sur l'alimentation et la modélisation des données. -Vous avez une forte expertise sur le stockage de données et les outils ETL, -Vous maitrisez le langage SQL -Vous avez déjà  travaillé en méthode AGILE -Vous aimez les challenges, êtes curieux et passionné par les innovations technologiques -Vous faites preuve d'ouverture d'esprit -Vous êtes autonome et adaptable rapidement -Vous aimez le travail en équipe -Vous êtes attentif à  la qualité des données et des livrables La connaissance d'Informatica et de Microsoft SQL Server est un plus. Le poste peut être attaché sur notre site de Rueil quelques jours par semaine selon votre lieu d'habitation. Vous vous reconnaissez? Alors n'attendez plus pour postuler ! ","2022-01-12T13:39:25.000Z","76 - ROUEN"," 1.092568","49.441345",NA,"76540","M1403","Études et prospectives socio-économiques","Data scientist","MATMUT","La Matmut ne fait que de l'assurance ? FAUX 400, c'est le nombre de collaborateurs travaillant sur les projets informatiques du Groupe Matmut. Une aubaine pour vous si vous souhaitez nous rejoindre et proposer vos idées ! Alors travaillons ensemble, en mode agile.",NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Contrat travail","E","Expérience exigée","65","Autres assurances"
"Data Engineer Big Data Cloud - POEI (H/F)","Dans la cadre d'un partenariat avec l'organisme Fitec, Lincoln recherche ses futurs concepteurs Big Data Cloud. Recruté(e) en CDI chez Lincoln dans le cadre d'une POEI (Préparation Opérationnelle à  l'Emploi individuel) financé par Pôle Emploi, vous mettrez à  profit les compétences acquises durant votre formation qui vous permettront de participer à  des projets de déploiement d'architectures, d'industrialisation de traitements de données auprès de directions stratégiques clientes. LINCOLN est depuis plus de 30 ans, un cabinet de conseil Data, pionnier en science des données et proposant des prestations d'expertise, de conseil et d'accompagnement en Data Engineering, Data Science, BI et Intelligence artificielle. Dans un contexte effervescent et propice à  l'innovation, les 230 consultants de LINCOLN sécurisent et dopent les projets clients afin de les accompagner dans leur transformations et problématiques data. En tant que Concepteur Big Data Cloud, vous vous verrez confier les responsabilités suivantes : - Compréhension de l'enjeu client et proposition d'une solution adaptée en matière d'acquisition, de stockage, de valorisation et de restitution de données massives, analysées en temps réel et complexes (structurées et non structurées) - Mise en œuvre et maintien en conditions opérationnelles : définition d'architecture, développements applicatifs, rédaction de documentation, automatisation de solution, mise en production ainsi que maintenance corrective, prédictive et évolutive Quel environnement technologique ? HDFS (Hadoop, Map Reduce, Hive, Pig), framework Spark, langage Scala, Pipeline CI-CD (Docker, Kubernetes, Terraform, Gitlab Jenkins etc), environnement cloud (GCP, Azure, AWS) Comment s'organise la POEI ? Lincoln et l'organisme Fitec souhaitent vous faire bénéficier d'un cursus de formation complet avec des cours théoriques et des travaux pratiques, exercices et projets. Le programme de formation s'articule autour de 3 grands axes : savoir-faire métier, savoir être et compétences techniques. Cette formation vise à  obtenir la certification « Architecturer et administrer une infrastructure cloud sécurisée ». Dans ce cadre, à  l'issue de la formation, vous serez amené(e)s à  passer les certifications AWS (Amazon Web Services) et GCP (Google Cloud Platform). Les modalités de candidature ? - àŠtre inscrit à  Pole Emploi et en recherche active - àŠtre diplômé(e) d'une formation BAC + 5 (master, école d'ingénieurs) ou doctorat en Data, Intelligence Artificielle, Mathématiques appliquées, informatique, statistique - Avoir un background technique informatique - Soft Skills : autonomie, rigueur, dynamisme, curiosité et sens de la communication seront indispensables Vous doutez encore ? alors sachez que : - La formation est entièrement prise en charge - Vous maintenez vos droits d'allocataire pole emploi tout au long du parcours - Vous bénéficierez d'une formation qualifiante de 50 jours - Une promesse d'embauche de Lincoln, signée avant le démarrage de la formation La formation est à  pourvoir immédiatement sur Nanterre ","2022-01-11T11:12:21.000Z","92 - BOULOGNE BILLANCOURT"," 48.836928"," 2.242386","92100","92012","M1805","Études et développement informatique","Développeur / Développeuse Big Data","LINCOLN","LINCOLN est une société de conseil en ingénierie BI, Big Data et en science des données, de 250 collaborateurs. Une société composée de jeunes talents qui ne demandent qu a exprimer leur passion de la Data ! Notre démarche est de proposer un accompagnement sur mesure : Conseil, Formation, Expertise, Centre de services. Notre devise in French : Donnons du sens à  vos données. ",NA,"FALSE",NA,"CDI","Contrat à  durée indéterminée","Prépa.opérationnel.emploi","D","Débutant accepté","62","Conseil en systèmes et logiciels informatiques"
